"Aerolínea","Fecha_del_viaje","Origen","Destino","Ruta","Hora_de_salida","Hora_de_llegada","Duración","Total_de_escalas","Información_adicional","Precio (S/)"
"VIVA Air Perú","2024-01-15","LIM","CUZ","LIM-CUZ","13:00","14:15","1.3","0","Solo equipaje de mano","194.26"
"LATAM Perú","2024-07-09","CUZ","AQP","CUZ-AQP","18:45","19:00","1.2","0","Solo equipaje de mano","254.49"
"Sky Airline Perú","2024-01-16","CUZ","JUL","CUZ-JUL","05:15","05:15","0.7","0","Incluye snack","168.69"
"Avianca Perú","2024-04-08","LIM","CIX","LIM-CIX","10:30","11:30","1.2","0","Cancelación gratuita","337.71"
"Sky Airline Perú","2024-10-29","LIM","PIU","LIM-PIU","10:30","11:30","1.6","0","Incluye snack","238.7"
"LATAM Perú","2024-04-13","LIM","CIX","LIM-CIX","19:00","20:30","1.3","0","Incluye equipaje","310.18"
"Sky Airline Perú","2024-06-19","LIM","PIU","LIM-PIU","12:00","13:00","1.5","0","Cancelación gratuita","256.36"
"LATAM Perú","2024-09-28","CUZ","JUL","CUZ-JUL","18:15","18:00","0.9","0","WiFi incluido","310.67"
"Sky Airline Perú","2024-03-17","AQP","TCQ","AQP-TCQ","15:30","15:30","0.9","0","WiFi incluido","252.59"
"LATAM Perú","2024-12-02","LIM","TRU","LIM-TRU","06:30","07:15","1.2","0","Incluye snack","343.96"
"JetSMART Perú","2024-06-29","LIM","TCQ","LIM-TCQ","17:30","18:45","1.7","0","Incluye equipaje","250.33"
"LATAM Perú","2024-11-10","AQP","JUL","AQP-JUL","19:00","19:45","0.9","0","Incluye equipaje","263.72"
"Sky Airline Perú","2024-10-09","LIM","CIX","LIM-CIX","18:15","18:15","0.9","0","Clase económica","148.02"
"VIVA Air Perú","2024-09-24","LIM","PIU","LIM-PIU","07:45","08:15","1.5","0","Incluye snack","218.02"
"LATAM Perú","2024-11-11","LIM","TPP","LIM-TPP","18:15","19:30","1.3","0","Asiento preferente","327.39"
"JetSMART Perú","2024-02-24","LIM","TRU","LIM-TRU","11:15","12:15","1.2","0","Clase económica","193.93"
"JetSMART Perú","2024-12-02","AQP","JUL","AQP-JUL","20:00","20:15","0.9","0","Clase business","486.85"
"Sky Airline Perú","2024-01-31","LIM","JUL","LIM-JUL","06:30","07:30","1.3","0","Asiento preferente","264.47"
"VIVA Air Perú","2024-08-10","LIM","PIU","LIM-PIU","15:00","16:45","1.6","0","WiFi incluido","273.47"
"VIVA Air Perú","2024-07-22","LIM","PCL","LIM-PCL","18:15","19:30","1.1","0","Clase económica","208.22"
"LATAM Perú","2024-01-06","LIM","PIU","LIM-PIU","06:30","07:00","1.4","0","Asiento preferente","366.14"
"VIVA Air Perú","2024-02-25","TRU","CIX","TRU-CIX","10:15","10:30","0.9","0","Asiento preferente","243.69"
"Sky Airline Perú","2024-06-14","AQP","TCQ","AQP-TCQ","05:00","06:15","1","0","WiFi incluido","252.8"
"Avianca Perú","2024-08-02","TRU","PIU","TRU-PIU","19:30","20:15","1","0","Incluye snack","304.35"
"VIVA Air Perú","2024-08-24","AQP","TCQ","AQP-TCQ","21:00","21:45","0.8","0","Incluye equipaje","168.48"
"Avianca Perú","2024-09-04","TRU","PIU","TRU-PIU","20:00","21:45","1.2","0","Clase económica","232.26"
"JetSMART Perú","2024-05-23","LIM","TCQ","LIM-TCQ","18:45","19:45","1.6","0","WiFi incluido","229.71"
"Sky Airline Perú","2024-12-25","LIM","TPP","LIM-TPP","07:00","08:15","1.3","1","Incluye equipaje","251.5"
"LATAM Perú","2024-05-10","LIM","CUZ","LIM-CUZ","08:45","09:00","1.3","0","Clase business","726.12"
"LATAM Perú","2024-01-10","LIM","PIU","LIM-PIU","21:45","22:45","1.5","0","Solo equipaje de mano","215"
"Sky Airline Perú","2024-07-25","CUZ","AQP","CUZ-AQP","09:30","10:30","1","0","WiFi incluido","288.34"
"Sky Airline Perú","2024-10-11","LIM","AQP","LIM-AQP","18:30","19:45","1.2","0","Solo equipaje de mano","210.86"
"Avianca Perú","2024-10-09","LIM","PCL","LIM-PCL","11:00","12:15","1.2","0","WiFi incluido","286.64"
"VIVA Air Perú","2024-12-16","TRU","PIU","TRU-PIU","05:30","05:30","0.9","0","Incluye equipaje","186.34"
"VIVA Air Perú","2024-10-11","AQP","JUL","AQP-JUL","11:30","11:30","0.8","0","Cancelación gratuita","218.99"
"LATAM Perú","2024-12-18","LIM","CIX","LIM-CIX","11:30","12:15","1.2","0","Clase económica","274.33"
"JetSMART Perú","2024-10-02","LIM","AQP","LIM-AQP","20:30","21:15","1.3","0","Solo equipaje de mano","159.93"
"LATAM Perú","2024-11-01","CUZ","JUL","CUZ-JUL","12:30","12:45","0.9","0","Solo equipaje de mano","225.81"
"VIVA Air Perú","2024-12-22","LIM","TPP","LIM-TPP","06:45","07:45","1.5","0","Asiento preferente","365.59"
"JetSMART Perú","2024-07-24","LIM","TPP","LIM-TPP","11:30","12:45","1.6","0","Incluye snack","240.69"
"VIVA Air Perú","2024-12-17","TRU","CIX","TRU-CIX","10:45","10:30","0.7","0","Asiento preferente","192.18"
"LATAM Perú","2024-05-31","CUZ","JUL","CUZ-JUL","10:00","10:15","0.9","0","Incluye snack","283.37"
"VIVA Air Perú","2024-08-11","LIM","PCL","LIM-PCL","18:15","19:15","1.2","1","Cancelación gratuita","271.61"
"VIVA Air Perú","2024-02-16","LIM","TCQ","LIM-TCQ","09:30","10:45","1.4","0","Asiento preferente","255.26"
"VIVA Air Perú","2024-01-24","LIM","CUZ","LIM-CUZ","19:30","20:00","1.2","1","Solo equipaje de mano","138.22"
"Sky Airline Perú","2024-11-01","LIM","TPP","LIM-TPP","10:30","11:45","1.4","0","Incluye equipaje","218.63"
"Sky Airline Perú","2024-12-18","TRU","PIU","TRU-PIU","20:45","21:15","1.1","1","Clase business","550.89"
"Sky Airline Perú","2024-10-16","LIM","TPP","LIM-TPP","09:00","10:15","1.5","0","Incluye snack","231.61"
"LATAM Perú","2024-07-16","CUZ","AQP","CUZ-AQP","12:00","13:00","1","0","Incluye snack","294.68"
"VIVA Air Perú","2024-12-19","LIM","CUZ","LIM-CUZ","20:15","21:30","1.1","0","Clase económica","139.38"
"Avianca Perú","2024-01-16","TRU","PIU","TRU-PIU","05:00","05:30","0.9","0","Incluye equipaje","188.76"
"VIVA Air Perú","2024-10-11","TRU","PIU","TRU-PIU","18:15","18:30","0.8","0","Incluye snack","227.09"
"VIVA Air Perú","2024-05-22","LIM","CUZ","LIM-CUZ","10:00","11:45","1.1","0","Solo equipaje de mano","135.61"
"JetSMART Perú","2024-11-08","LIM","TPP","LIM-TPP","13:30","14:30","1.5","0","Asiento preferente","284.13"
"Avianca Perú","2024-01-24","TRU","CIX","TRU-CIX","05:30","05:15","0.7","0","Cancelación gratuita","266.12"
"VIVA Air Perú","2024-10-21","LIM","PIU","LIM-PIU","14:15","15:30","1.5","0","Cancelación gratuita","222.22"
"Sky Airline Perú","2024-09-02","LIM","JUL","LIM-JUL","21:00","22:15","1.4","0","WiFi incluido","222.82"
"Avianca Perú","2024-11-18","LIM","TCQ","LIM-TCQ","15:00","16:15","1.7","0","Asiento preferente","322.87"
"Avianca Perú","2024-07-24","LIM","IQT","LIM-IQT","18:00","19:00","1.9","0","Asiento preferente","415.73"
"Avianca Perú","2024-05-23","LIM","PIU","LIM-PIU","09:15","10:15","1.3","0","WiFi incluido","311.26"
"Avianca Perú","2024-09-05","CUZ","AQP","CUZ-AQP","07:00","07:00","0.9","0","Solo equipaje de mano","183.07"
"VIVA Air Perú","2024-08-01","TRU","CIX","TRU-CIX","19:30","19:30","0.7","1","Incluye equipaje","149.22"
"VIVA Air Perú","2024-01-09","TRU","PIU","TRU-PIU","11:45","12:30","1","0","Cancelación gratuita","224.83"
"Sky Airline Perú","2024-01-22","LIM","PCL","LIM-PCL","06:45","07:15","1.2","0","Clase económica","169.43"
"Sky Airline Perú","2024-02-22","TRU","PIU","TRU-PIU","11:45","12:45","1","0","Incluye snack","189.75"
"JetSMART Perú","2024-04-18","LIM","AQP","LIM-AQP","18:45","19:30","1.2","0","Incluye equipaje","180.58"
"Sky Airline Perú","2024-03-03","LIM","TCQ","LIM-TCQ","20:45","21:00","1.6","0","Clase económica","271.53"
"Avianca Perú","2024-12-02","CUZ","AQP","CUZ-AQP","13:15","13:00","0.8","0","Asiento preferente","281.93"
"LATAM Perú","2024-01-18","LIM","IQT","LIM-IQT","09:00","11:30","2.1","0","Solo equipaje de mano","273.17"
"Avianca Perú","2024-02-14","LIM","JUL","LIM-JUL","11:45","12:00","1.4","0","Solo equipaje de mano","212.53"
"Avianca Perú","2024-08-21","LIM","AQP","LIM-AQP","13:15","14:00","1.4","0","Incluye equipaje","262.04"
"Sky Airline Perú","2024-02-17","AQP","TCQ","AQP-TCQ","10:00","10:45","0.9","0","Incluye equipaje","224.97"
"Avianca Perú","2024-12-09","LIM","TPP","LIM-TPP","21:45","22:15","1.4","0","Incluye equipaje","342.38"
"LATAM Perú","2024-01-19","LIM","IQT","LIM-IQT","19:30","21:00","2","0","Clase económica","354.34"
"VIVA Air Perú","2024-11-08","LIM","CIX","LIM-CIX","16:30","17:15","1.3","1","Cancelación gratuita","284.76"
"VIVA Air Perú","2024-10-04","LIM","TRU","LIM-TRU","12:45","13:15","1","0","Cancelación gratuita","252.83"
"JetSMART Perú","2024-03-13","CUZ","JUL","CUZ-JUL","09:00","09:30","0.9","0","Cancelación gratuita","211.51"
"JetSMART Perú","2024-05-26","LIM","IQT","LIM-IQT","14:15","16:15","2","0","Solo equipaje de mano","196.74"
"Sky Airline Perú","2024-02-22","AQP","JUL","AQP-JUL","12:45","12:15","0.9","0","WiFi incluido","188.13"
"LATAM Perú","2024-10-20","AQP","TCQ","AQP-TCQ","10:45","10:45","0.9","0","Asiento preferente","311.96"
"JetSMART Perú","2024-12-11","AQP","JUL","AQP-JUL","08:15","08:45","0.9","0","Clase económica","176.76"
"JetSMART Perú","2024-05-08","AQP","JUL","AQP-JUL","05:30","05:00","0.9","0","Clase económica","159.88"
"JetSMART Perú","2024-06-21","LIM","PIU","LIM-PIU","05:00","06:45","1.4","0","Cancelación gratuita","323.88"
"LATAM Perú","2024-10-23","LIM","CUZ","LIM-CUZ","17:30","18:15","1.2","0","Incluye equipaje","240.32"
"LATAM Perú","2024-08-02","AQP","TCQ","AQP-TCQ","17:00","18:15","1","0","WiFi incluido","318.2"
"LATAM Perú","2024-06-21","LIM","TCQ","LIM-TCQ","10:00","11:00","1.6","0","WiFi incluido","371.02"
"Sky Airline Perú","2024-06-16","LIM","JUL","LIM-JUL","07:15","08:15","1.6","0","Clase económica","272.47"
"VIVA Air Perú","2024-09-22","TRU","PIU","TRU-PIU","08:00","08:15","0.8","0","Clase económica","178.15"
"LATAM Perú","2024-03-07","LIM","PIU","LIM-PIU","05:30","06:15","1.5","0","Clase business","623.18"
"VIVA Air Perú","2024-01-24","LIM","PIU","LIM-PIU","12:30","13:30","1.5","0","Incluye equipaje","166.98"
"JetSMART Perú","2024-03-07","TRU","PIU","TRU-PIU","16:45","16:30","0.9","0","Clase económica","161.17"
"LATAM Perú","2024-04-21","TRU","PIU","TRU-PIU","16:15","17:45","1.1","0","Clase business","663.25"
"LATAM Perú","2024-04-29","LIM","TRU","LIM-TRU","09:30","10:15","1.1","0","Clase business","506.65"
"VIVA Air Perú","2024-04-15","LIM","CIX","LIM-CIX","16:45","17:45","1.1","0","Solo equipaje de mano","169.45"
"VIVA Air Perú","2024-09-21","AQP","TCQ","AQP-TCQ","08:15","08:30","0.7","0","WiFi incluido","188.21"
"Avianca Perú","2024-06-11","AQP","JUL","AQP-JUL","14:15","15:30","1","1","Clase económica","197.81"
"Sky Airline Perú","2024-11-23","LIM","CIX","LIM-CIX","11:15","12:00","1.1","0","WiFi incluido","265.01"
"JetSMART Perú","2024-12-19","TRU","PIU","TRU-PIU","16:15","17:30","1.1","0","Cancelación gratuita","282.59"
"JetSMART Perú","2024-03-18","LIM","PIU","LIM-PIU","07:15","08:45","1.6","0","Incluye snack","232"
"Avianca Perú","2024-06-09","LIM","CUZ","LIM-CUZ","08:00","09:15","1.2","0","Solo equipaje de mano","241.5"
"VIVA Air Perú","2024-01-23","LIM","CUZ","LIM-CUZ","17:15","18:45","1.1","0","Cancelación gratuita","211.14"
"Avianca Perú","2024-12-03","LIM","PCL","LIM-PCL","08:30","09:00","1.1","0","Asiento preferente","370.42"
"JetSMART Perú","2024-02-11","CUZ","JUL","CUZ-JUL","17:30","17:45","0.8","0","Solo equipaje de mano","152.43"
"JetSMART Perú","2024-02-15","LIM","CUZ","LIM-CUZ","21:30","22:15","1.2","1","Clase business","455.46"
"VIVA Air Perú","2024-06-12","AQP","TCQ","AQP-TCQ","08:15","08:30","0.9","0","Clase business","364.73"
"Avianca Perú","2024-06-10","LIM","PCL","LIM-PCL","09:15","10:30","1.3","0","WiFi incluido","248.12"
"VIVA Air Perú","2024-08-02","LIM","AQP","LIM-AQP","09:30","10:00","1.1","0","Cancelación gratuita","291.61"
"Avianca Perú","2024-07-17","TRU","PIU","TRU-PIU","13:30","14:45","1","0","WiFi incluido","336.05"
"LATAM Perú","2024-07-30","TRU","CIX","TRU-CIX","17:00","17:00","0.7","0","Incluye snack","278.12"
"LATAM Perú","2024-06-30","LIM","CUZ","LIM-CUZ","14:45","15:30","1","0","Incluye snack","298.06"
"LATAM Perú","2024-09-13","LIM","CUZ","LIM-CUZ","05:15","06:45","1.3","0","Incluye snack","323.11"
"JetSMART Perú","2024-05-09","AQP","TCQ","AQP-TCQ","16:00","16:45","0.7","0","Asiento preferente","144.56"
"LATAM Perú","2024-03-26","LIM","TCQ","LIM-TCQ","08:00","09:15","1.7","0","Clase business","640.12"
"VIVA Air Perú","2024-06-22","TRU","CIX","TRU-CIX","13:30","13:30","0.8","0","Asiento preferente","207.54"
"Avianca Perú","2024-02-08","LIM","TCQ","LIM-TCQ","13:45","14:00","1.7","0","Incluye snack","322.71"
"LATAM Perú","2024-08-31","LIM","TCQ","LIM-TCQ","17:45","18:45","1.5","0","Incluye equipaje","324.2"
"VIVA Air Perú","2024-07-16","AQP","JUL","AQP-JUL","13:15","13:45","0.8","0","Incluye equipaje","187.41"
"LATAM Perú","2024-08-16","LIM","PIU","LIM-PIU","14:15","15:30","1.4","0","Clase económica","267.26"
"Sky Airline Perú","2024-02-12","LIM","AQP","LIM-AQP","10:00","11:15","1.2","0","Clase business","425"
"LATAM Perú","2024-11-25","LIM","CUZ","LIM-CUZ","15:00","16:15","1.1","1","Incluye snack","250.82"
"Sky Airline Perú","2024-06-02","AQP","JUL","AQP-JUL","11:45","12:30","1","0","WiFi incluido","233.74"
"LATAM Perú","2024-06-09","LIM","CIX","LIM-CIX","10:45","11:00","1","1","Clase económica","229.86"
"Sky Airline Perú","2024-01-04","LIM","IQT","LIM-IQT","15:30","16:30","1.9","0","Asiento preferente","298.98"
"VIVA Air Perú","2024-11-09","AQP","TCQ","AQP-TCQ","15:00","16:00","1","0","Solo equipaje de mano","175.97"
"Avianca Perú","2024-09-24","LIM","JUL","LIM-JUL","09:30","10:45","1.3","0","Clase business","579.64"
"VIVA Air Perú","2024-01-05","AQP","JUL","AQP-JUL","20:15","21:00","1","0","Clase business","433.92"
"Avianca Perú","2024-02-22","TRU","PIU","TRU-PIU","06:00","07:45","1","0","Asiento preferente","252.91"
"VIVA Air Perú","2024-11-21","TRU","PIU","TRU-PIU","16:45","17:30","1.2","0","Incluye equipaje","214.34"
"JetSMART Perú","2024-02-09","LIM","CUZ","LIM-CUZ","18:45","19:00","1.3","0","Incluye snack","254.48"
"Avianca Perú","2024-11-09","LIM","AQP","LIM-AQP","17:15","18:30","1.4","0","Clase económica","289.68"
"Avianca Perú","2024-05-31","LIM","TCQ","LIM-TCQ","21:15","22:00","1.6","0","WiFi incluido","348.76"
"JetSMART Perú","2024-05-15","LIM","JUL","LIM-JUL","08:30","09:30","1.5","0","Asiento preferente","207.01"
"VIVA Air Perú","2024-10-24","LIM","JUL","LIM-JUL","08:15","09:15","1.3","0","WiFi incluido","226.93"
"JetSMART Perú","2024-12-10","TRU","CIX","TRU-CIX","09:00","09:15","0.8","0","Solo equipaje de mano","150.1"
"Avianca Perú","2024-12-11","LIM","CUZ","LIM-CUZ","09:00","10:30","1.5","0","Incluye equipaje","321.03"
"Sky Airline Perú","2024-12-20","AQP","TCQ","AQP-TCQ","20:45","21:00","1","0","Asiento preferente","323.71"
"VIVA Air Perú","2024-10-23","LIM","PIU","LIM-PIU","19:30","20:30","1.5","0","Clase business","430.73"
"VIVA Air Perú","2024-10-16","AQP","TCQ","AQP-TCQ","16:00","17:00","1","0","Clase económica","128.08"
"JetSMART Perú","2024-06-04","LIM","TRU","LIM-TRU","10:45","11:30","1","0","Solo equipaje de mano","132.65"
"Avianca Perú","2024-04-17","LIM","IQT","LIM-IQT","17:00","18:45","1.9","0","Cancelación gratuita","386.19"
"Sky Airline Perú","2024-08-21","CUZ","AQP","CUZ-AQP","11:30","11:45","0.9","0","Incluye snack","198.58"
"VIVA Air Perú","2024-06-23","LIM","TRU","LIM-TRU","10:30","10:45","0.9","0","Asiento preferente","226.75"
"Sky Airline Perú","2024-05-21","CUZ","AQP","CUZ-AQP","14:15","15:45","1","0","Clase business","397.66"
"LATAM Perú","2024-02-17","CUZ","AQP","CUZ-AQP","13:00","14:00","1","0","Solo equipaje de mano","221.94"
"VIVA Air Perú","2024-06-19","LIM","AQP","LIM-AQP","21:00","22:00","1.1","1","Incluye snack","174.48"
"Avianca Perú","2024-04-07","TRU","PIU","TRU-PIU","08:30","09:45","1","0","Asiento preferente","307.99"
"VIVA Air Perú","2024-01-13","LIM","TPP","LIM-TPP","18:15","19:15","1.4","0","Clase business","519.62"
"Sky Airline Perú","2024-03-10","CUZ","JUL","CUZ-JUL","13:45","13:15","0.8","0","Cancelación gratuita","274.89"
"VIVA Air Perú","2024-09-21","LIM","PCL","LIM-PCL","07:00","07:00","0.9","0","WiFi incluido","213.41"
"Avianca Perú","2024-06-08","LIM","CIX","LIM-CIX","07:15","08:00","1.2","0","Clase business","643.43"
"Avianca Perú","2024-09-19","CUZ","JUL","CUZ-JUL","11:00","11:45","0.7","1","Cancelación gratuita","279.7"
"LATAM Perú","2024-06-05","LIM","TPP","LIM-TPP","13:00","14:15","1.3","0","WiFi incluido","312.22"
"VIVA Air Perú","2024-09-03","LIM","IQT","LIM-IQT","06:15","08:00","2","0","Incluye snack","249.67"
"Avianca Perú","2024-04-12","CUZ","AQP","CUZ-AQP","19:30","19:15","0.8","0","WiFi incluido","278.56"
"Sky Airline Perú","2024-04-25","LIM","TRU","LIM-TRU","13:30","14:15","1.1","1","Clase económica","190.63"
"JetSMART Perú","2024-10-10","LIM","JUL","LIM-JUL","10:15","11:30","1.5","0","Incluye snack","256.53"
"Sky Airline Perú","2024-10-10","CUZ","AQP","CUZ-AQP","15:30","16:15","1","0","Clase económica","171.18"
"LATAM Perú","2024-07-15","LIM","CUZ","LIM-CUZ","16:00","17:45","1.2","0","Incluye equipaje","313.28"
"Sky Airline Perú","2024-03-16","LIM","CUZ","LIM-CUZ","17:30","18:15","1.4","0","Clase económica","245.42"
"JetSMART Perú","2024-11-20","AQP","TCQ","AQP-TCQ","18:30","19:45","1.1","0","WiFi incluido","213.11"
"JetSMART Perú","2024-02-26","LIM","CUZ","LIM-CUZ","13:45","14:30","1.3","0","Clase business","464.98"
"Sky Airline Perú","2024-07-12","LIM","CUZ","LIM-CUZ","05:15","06:30","1.1","0","Clase económica","228.42"
"JetSMART Perú","2024-07-24","LIM","TPP","LIM-TPP","19:45","20:45","1.5","0","Clase económica","243.08"
"Avianca Perú","2024-06-03","AQP","TCQ","AQP-TCQ","18:45","19:15","1","0","Solo equipaje de mano","158.45"
"Sky Airline Perú","2024-10-31","LIM","TRU","LIM-TRU","09:45","10:00","1.1","0","Solo equipaje de mano","185.39"
"VIVA Air Perú","2024-01-03","LIM","PCL","LIM-PCL","13:15","14:45","1.3","0","Cancelación gratuita","242.81"
"JetSMART Perú","2024-02-03","LIM","TRU","LIM-TRU","21:00","22:30","1.1","0","Incluye equipaje","185.28"
"JetSMART Perú","2024-02-27","CUZ","AQP","CUZ-AQP","20:30","21:30","1","0","Incluye equipaje","181.18"
"JetSMART Perú","2024-09-15","LIM","TPP","LIM-TPP","05:30","06:30","1.4","0","Solo equipaje de mano","222.42"
"Avianca Perú","2024-10-16","TRU","CIX","TRU-CIX","05:00","05:45","0.8","1","Asiento preferente","241.26"
"LATAM Perú","2024-01-10","LIM","TPP","LIM-TPP","10:00","11:00","1.5","0","Clase business","649.38"
"JetSMART Perú","2024-01-15","LIM","AQP","LIM-AQP","14:00","15:15","1.2","0","Clase business","441.89"
"JetSMART Perú","2024-10-19","LIM","JUL","LIM-JUL","10:00","11:30","1.4","0","Clase business","564.56"
"JetSMART Perú","2024-11-02","AQP","JUL","AQP-JUL","16:00","17:00","1","1","WiFi incluido","230.78"
"VIVA Air Perú","2024-09-08","LIM","IQT","LIM-IQT","06:15","08:45","2","0","Cancelación gratuita","338.87"
"LATAM Perú","2024-02-20","LIM","TPP","LIM-TPP","05:00","06:15","1.4","0","Incluye snack","275.37"
"Sky Airline Perú","2024-12-07","LIM","TRU","LIM-TRU","17:00","18:30","1.2","0","Clase business","697.05"
"Sky Airline Perú","2024-04-03","LIM","IQT","LIM-IQT","13:45","14:30","1.8","0","Solo equipaje de mano","222.62"
"Sky Airline Perú","2024-02-25","LIM","JUL","LIM-JUL","14:30","15:00","1.3","0","WiFi incluido","286.39"
"LATAM Perú","2024-07-08","LIM","CUZ","LIM-CUZ","16:30","17:30","1.3","0","Incluye equipaje","337.54"
"Avianca Perú","2024-03-17","CUZ","AQP","CUZ-AQP","12:00","13:45","1","0","Cancelación gratuita","375.45"
"JetSMART Perú","2024-05-23","LIM","CIX","LIM-CIX","11:45","12:30","1.3","0","Solo equipaje de mano","171.04"
"LATAM Perú","2024-12-02","LIM","TCQ","LIM-TCQ","05:00","06:45","1.5","0","Clase económica","300.04"
"JetSMART Perú","2024-09-09","LIM","PIU","LIM-PIU","18:45","19:00","1.4","0","Solo equipaje de mano","166.95"
"Avianca Perú","2024-02-07","LIM","TPP","LIM-TPP","09:15","10:00","1.5","0","Clase business","581.04"
"JetSMART Perú","2024-10-28","LIM","CUZ","LIM-CUZ","17:45","18:45","1.1","0","Incluye snack","206.19"
"LATAM Perú","2024-05-25","LIM","TCQ","LIM-TCQ","18:45","19:00","1.6","1","WiFi incluido","371.37"
"Avianca Perú","2024-10-17","CUZ","JUL","CUZ-JUL","21:15","21:30","0.7","0","Cancelación gratuita","222.61"
"LATAM Perú","2024-11-02","LIM","TPP","LIM-TPP","06:00","07:00","1.4","0","Cancelación gratuita","396.69"
"LATAM Perú","2024-05-12","LIM","TPP","LIM-TPP","05:15","06:15","1.5","0","Clase económica","287.45"
"Avianca Perú","2024-07-28","TRU","CIX","TRU-CIX","08:30","08:45","0.9","0","Clase business","695.12"
"VIVA Air Perú","2024-01-31","LIM","TCQ","LIM-TCQ","12:15","13:45","1.5","0","Incluye snack","210.65"
"Sky Airline Perú","2024-10-04","AQP","JUL","AQP-JUL","16:00","16:45","0.8","0","Incluye equipaje","239.03"
"JetSMART Perú","2024-03-16","LIM","CIX","LIM-CIX","14:00","15:15","1.3","0","Asiento preferente","266.69"
"VIVA Air Perú","2024-11-27","LIM","TCQ","LIM-TCQ","21:15","22:30","1.6","0","Incluye snack","204.78"
"Sky Airline Perú","2024-01-27","AQP","JUL","AQP-JUL","14:00","15:30","1.1","0","Clase económica","206.57"
"LATAM Perú","2024-08-15","TRU","CIX","TRU-CIX","14:45","15:30","1","0","Solo equipaje de mano","224.97"
"Sky Airline Perú","2024-01-29","LIM","JUL","LIM-JUL","14:15","15:15","1.4","0","Cancelación gratuita","301.55"
"Sky Airline Perú","2024-12-27","LIM","TCQ","LIM-TCQ","08:30","09:45","1.6","0","Cancelación gratuita","434.84"
"VIVA Air Perú","2024-09-29","LIM","TRU","LIM-TRU","06:00","07:00","1.1","0","Cancelación gratuita","305.03"
"VIVA Air Perú","2024-12-13","LIM","PIU","LIM-PIU","14:15","15:30","1.7","0","Asiento preferente","357.88"
"LATAM Perú","2024-09-08","CUZ","AQP","CUZ-AQP","13:15","14:00","1.1","0","Incluye equipaje","305.37"
"JetSMART Perú","2024-05-27","LIM","PIU","LIM-PIU","20:30","21:45","1.6","0","Incluye snack","238.01"
"VIVA Air Perú","2024-01-22","CUZ","JUL","CUZ-JUL","12:15","12:15","0.9","0","Solo equipaje de mano","120"
"LATAM Perú","2024-04-07","CUZ","AQP","CUZ-AQP","14:30","15:00","1","0","Solo equipaje de mano","240.66"
"JetSMART Perú","2024-08-02","AQP","TCQ","AQP-TCQ","08:45","08:30","0.9","0","Incluye snack","212.09"
"Sky Airline Perú","2024-07-08","LIM","TCQ","LIM-TCQ","08:30","09:45","1.7","0","Cancelación gratuita","328.92"
"Avianca Perú","2024-01-12","CUZ","JUL","CUZ-JUL","12:45","12:15","0.7","0","Clase económica","193.95"
"Avianca Perú","2024-05-31","LIM","JUL","LIM-JUL","16:45","17:30","1.4","0","Incluye equipaje","310.33"
"Sky Airline Perú","2024-09-09","LIM","TCQ","LIM-TCQ","16:15","17:00","1.5","0","Incluye snack","243.57"
"JetSMART Perú","2024-03-22","LIM","TRU","LIM-TRU","11:45","12:30","1.3","0","Solo equipaje de mano","195.11"
"Avianca Perú","2024-09-10","CUZ","JUL","CUZ-JUL","05:15","05:00","0.7","0","Clase económica","159.16"
"LATAM Perú","2024-04-04","LIM","TCQ","LIM-TCQ","13:30","14:30","1.6","0","Incluye equipaje","289.88"
"VIVA Air Perú","2024-06-02","LIM","CIX","LIM-CIX","20:45","21:15","1.2","0","Clase business","483.61"
"Sky Airline Perú","2024-10-30","AQP","TCQ","AQP-TCQ","07:30","07:30","0.9","0","Cancelación gratuita","250.71"
"Sky Airline Perú","2024-01-31","LIM","JUL","LIM-JUL","12:00","13:30","1.3","0","Solo equipaje de mano","154.16"
"Sky Airline Perú","2024-05-29","AQP","TCQ","AQP-TCQ","06:45","06:00","0.8","0","Clase business","419.28"
"LATAM Perú","2024-01-19","TRU","PIU","TRU-PIU","19:30","19:15","0.9","0","Incluye equipaje","272.39"
"Sky Airline Perú","2024-07-01","LIM","IQT","LIM-IQT","11:00","12:30","1.8","0","Solo equipaje de mano","268.01"
"Sky Airline Perú","2024-09-21","LIM","IQT","LIM-IQT","17:30","18:00","1.7","0","Clase business","655.83"
"JetSMART Perú","2024-01-11","LIM","TRU","LIM-TRU","12:00","13:45","1.1","0","Incluye equipaje","191.56"
"JetSMART Perú","2024-06-29","CUZ","AQP","CUZ-AQP","14:45","15:00","1.1","0","Clase económica","180.2"
"Avianca Perú","2024-07-21","LIM","TCQ","LIM-TCQ","15:45","16:15","1.7","0","WiFi incluido","474.16"
"LATAM Perú","2024-12-28","LIM","AQP","LIM-AQP","20:30","21:30","1.2","0","Incluye equipaje","427.35"
"LATAM Perú","2024-05-01","TRU","CIX","TRU-CIX","14:30","15:00","1","0","Incluye equipaje","233.6"
"LATAM Perú","2024-08-18","TRU","PIU","TRU-PIU","06:30","07:15","1.1","0","WiFi incluido","336.83"
"Sky Airline Perú","2024-08-10","LIM","TCQ","LIM-TCQ","16:45","17:45","1.7","0","Asiento preferente","315.28"
"JetSMART Perú","2024-09-26","AQP","JUL","AQP-JUL","14:00","15:00","1","0","Incluye snack","212.55"
"JetSMART Perú","2024-03-02","CUZ","JUL","CUZ-JUL","14:45","14:30","0.9","1","Solo equipaje de mano","145.26"
"LATAM Perú","2024-09-21","LIM","TPP","LIM-TPP","18:00","19:30","1.3","0","Clase económica","266.77"
